,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
4933,Par%C3%A1_Ar%C3%A1ra_language,"['Kartvelian', 'Svan']",,sva,svan1243,"14,000 (2015)[1]",SvanetiAbkhazia,,,https://en.wikipedia.org/wiki/Svan_language
4934,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Schouten', 'Siau', 'Ulau']",,svb,ulau1237,"2,800 (2003)[1]","Sandaun Province, Papua New Guinea",,,https://en.wikipedia.org/wiki/Ulau-Suain_language
4935,Par%C3%A1_Ar%C3%A1ra_language,"['English creole', '\nAtlantic', 'Eastern', 'Vincentian Creole']",,svc,vinc1243title  Vincentian Creole English,"108,000 (2016)[1]",,,,https://en.wikipedia.org/wiki/Vincentian_Creole
4936,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', ' (MP)', 'Central–Eastern MP', 'Babar', 'South Babar', 'Masela–Southeast', 'Serili']",,sve,seri1255,(330 cited 1980)[1],Maluku,,,https://en.wikipedia.org/wiki/Serili_language
4937,Par%C3%A1_Ar%C3%A1ra_language,"['French Sign', 'Austro-Hungarian Sign', 'Slovak Sign Language']",,svk,slov1263,"15,000 (2014)[1]",,,,https://en.wikipedia.org/wiki/Slovak_Sign_Language
4938,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Balto-Slavic', 'Slavic', 'South Slavic', 'Western South Slavic', '\xa0[', 'ru', ']', 'Shtokavian', 'Molise Slavic']",,svm,slav1254,"< 1,000 (2012)[1]",Molise,, Italy,https://en.wikipedia.org/wiki/Slavomolisano_dialect
4939,Par%C3%A1_Ar%C3%A1ra_language,"['Central Solomons', 'Savosavo']",,svs,savo1255,"(2,400 cited 1999)[1]","Savo Island, north of Guadalcanal, Central Solomons.",,,https://en.wikipedia.org/wiki/Savosavo_language
4940,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Coast Bantu', 'Sabaki', 'Comorian', 'Maore']",,swb,maor1244,"152,000 (2012)[1]",,,,https://en.wikipedia.org/wiki/Maore_dialect
4941,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Germanic', 'North Germanic', 'East Scandinavian', 'Swedish']",,swe,swed1254,Native: 10 million (2012–2021)[1]L2 speakers: 3 million[1],,FinlandSwedenÅlandEuropean UnionNordic Council,,https://en.wikipedia.org/wiki/Swedish_language
4942,Par%C3%A1_Ar%C3%A1ra_language,"['Ubangian', '\nSeri–Mba', 'Sere', 'Sere–Bviri', 'Sere']",,swf,sere1264,"(2,500 in DRC cited 1971?[1])[2]30 in CAR (1988 census)[3]",Democratic Republic of the Congo,,,https://en.wikipedia.org/wiki/Sere_language
4943,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Germanic', 'West Germanic', 'High German', 'Upper German', 'Alemannic', 'Swabian']",,swg,swab1242,"820,000 (2006)[3]",,,,https://en.wikipedia.org/wiki/Swabian_German
4944,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Northeast Coast Bantu', 'Sabaki', 'Swahili']","['Bravanese', 'Bajuni', 'Makwe', 'Mwani', 'Sidi', 'Socotra', ' ', '†']",swatitle – inclusive codetitleIndividual codes:titleswctitle – Congo Swahilititleswhtitle – Coastal Swahilititleymktitle – titleMakwetitle (?)titlewmwtitle – titleMwanititle (?),swah1254,L1: 5.3 million (2019–2023)[2] L2: 83 million (2019–2023)[2],,"
4 countries
  Tanzania
  Rwanda
  Kenya
  Uganda



Organizations
  African Union
  East African Community
  Southern African Development Community[4]

","
 Angola
 Burundi
 DR Congo
 Mozambique
 Zambia
",https://en.wikipedia.org/wiki/Kiswahili
4945,Par%C3%A1_Ar%C3%A1ra_language,"['Kra–Dai', 'Kam–Sui', 'Sui']",,swi,suii1243,"300,000 (2023)[1]","Guizhou (93%), Guangxi, Yunnan",,,https://en.wikipedia.org/wiki/Sui_language
4946,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Sira', ' (B.40)', 'Shira']",,swj,sira1266,"39,000 (2000)[1]",,,,https://en.wikipedia.org/wiki/Shira_language
4947,Par%C3%A1_Ar%C3%A1ra_language,"['Swedish Sign', 'Swedish Sign Language']",,swl,swed1236,13.000 (2023)[1],,,,https://en.wikipedia.org/wiki/Swedish_Sign_Language
4948,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Madang', 'Croisilles', ' ', 'linkage', 'Mabuso', 'Hanseman', 'Samosa']",,swm,samo1306,90 (2000)[1],Madang Province,,,https://en.wikipedia.org/wiki/Samosa_language
4949,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Berber', 'Eastern', 'Awjila–Sokna', 'Sokna']","['Sokna', 'Fezzan (Foqaha, Tmessa)']",swn,sawk1238,,Fezzan,,,https://en.wikipedia.org/wiki/Sokna_language
4950,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Papuan Tip', 'Nuclear', 'Suauic', 'Suau']",,swp,suau1242,"7,810 (2000 census)[1]L2 speakers: 13,000 (2021)[1]","Milne Bay Province, Papua New Guinea",,,https://en.wikipedia.org/wiki/Suau_language
4951,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Bata', ' (A.8)', 'Sharwa']",,swq,shar1249,"5,100 (2000)[1]",Far North Province,,,https://en.wikipedia.org/wiki/Sharwa_language
4952,Par%C3%A1_Ar%C3%A1ra_language,"['West Papuan', '\xa0?\n', 'Yawan', 'Saweru']",,swr,sawe1240,(300 cited 1991)[1],Cenderawasih Bay,,,https://en.wikipedia.org/wiki/Saweru_language
4953,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Selaru', 'Seluwasan']",['Makatian'],sws,selu1242,"(2,840 cited 1980)[1]",Tanimbar Islands,,,https://en.wikipedia.org/wiki/Seluwasan_language
4954,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Alor–Pantar', 'Alor', 'East', 'Tanglapui', 'Sawila']",,swt,sawi1256,"3,000 (2014)[1]",Alor Island,,,https://en.wikipedia.org/wiki/Sawila_language
4955,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Gorontalo–Mongondow', 'Gorontalic', 'Suwawa']",,swu,suwa1241,"5,000 (2012)[1]",North Sulawesi,,,https://en.wikipedia.org/wiki/Suwawa_language
4956,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western', 'Rajasthani', 'Shekhawati']",,swv,shek1243,3 million (2002)[1],,,,https://en.wikipedia.org/wiki/Shekhawati_language
4957,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Sowa']",,sww,sowa1244,,Pentecost Island,,,https://en.wikipedia.org/wiki/Sowa_language
4958,Par%C3%A1_Ar%C3%A1ra_language,"['Arawan', 'Zuruahá']",,swx,suru1263,140 (2006)[1]monolingual[1],,,,https://en.wikipedia.org/wiki/Zuruah%C3%A1_language
4959,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic A', 'Miltu', ' (A.1.2)', 'Sarua']",,swy,saru1245,"(2,000 cited 1997)[1]",southwest,,,https://en.wikipedia.org/wiki/Sarua_language
4960,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Great Lakes Bantu', 'East Nyanza', 'Nyanza Mara', 'Suba']",,sxb,suba1238,"140,000 (2009 census)[1]","eastern shore Lake Victoria, Mfangano Island, Rusinga Island",,,https://en.wikipedia.org/wiki/Suba_language
4961,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Kele', ' (b. 20)', 'Sigu']",,sxe,sigh1238,"(1,000 cited 1990)[1]",,,,https://en.wikipedia.org/wiki/Sighu_language
4962,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Loloish', ' or ', 'Qiangic', ' (?)', 'Naic', 'Shixing']",,sxg,shix1238,"1,800 (2000)[1]",,,,https://en.wikipedia.org/wiki/Shixing_language
4963,Par%C3%A1_Ar%C3%A1ra_language,"['Kalapuyan', 'Yoncalla']",,sxk,yonc1234,,Northwest Oregon,,,https://en.wikipedia.org/wiki/Yoncalla_language
4964,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Pearic', 'Chong', 'Central Chong', 'Samre']",,Nonetitle (titlemistitle),None,(20–30 cited 1998)[2],Trat Provinceformerly Pursat Province,,,https://en.wikipedia.org/wiki/Samre_language_of_Pursat
4965,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Tsouic', '\xa0?', 'Saaroa–Kanakanabu', 'Saaroa']",,sxr,saar1237,10 (2012)[2]a speaker died in 2013[1],"west central Mountains of Taiwan, south and southeast of Minchuan, along the Laonung River",,,https://en.wikipedia.org/wiki/Saaroa_language
4966,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Niger', 'yeai', 'Edoid', 'North-Central', 'Yekhee', 'Sasaru']",,sxs,sasa1247,"13,000 (2000)[1]",Edo State,,,https://en.wikipedia.org/wiki/Sasaru_language
4967,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Niger', 'Gbe', 'Phla–Pherá', 'Saxwɛ']","['Sɛ', 'Daxe', 'Saxwe']",sxw,saxw1241,"320,000 (2021)[1]","Atlantique Department, Mono Department",,,https://en.wikipedia.org/wiki/Saxwe_language
4968,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'West Barito', 'North', 'Siang']",,sya,sian1254,"(60,000 cited 1981)[1]",Kalimantan,,,https://en.wikipedia.org/wiki/Siang_language
4969,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Northwest Semitic', 'Aramaic', 'Eastern Aramaic', 'Syriac']","['West Syriac', 'East Syriac']",syc,clas1252,,"Fertile Crescent (northern Iraq, northwestern Iran, Syria, Eastern Arabia (Bahrain, Kuwait, Qatar[1]), Malabar Coast (Kerala)[2]",,,https://en.wikipedia.org/wiki/Syriac_language
4970,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Kele', ' (B.20)\xa0?', 'Seki']",,syi,seki1238,"12,000 (2001-2007)[1]",,,,https://en.wikipedia.org/wiki/Seki_language
4971,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Wandala–Mafa', 'Wandala', '(A.6)', 'Sukur']",,syk,suku1272,"(15,000 cited 1992)[1]",Adamawa State,,,https://en.wikipedia.org/wiki/Sukur_language
4972,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Bengali–Assamese', 'Sylheti']",,syl,sylh1242,L1: 10 million (2003–2017)[5]L2: 1.5 million (no date)[5],Sylhet Division and Barak Valley[1],,,https://en.wikipedia.org/wiki/Sylheti_language
4973,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Aramaic', 'Eastern Aramaic', 'Northeastern', 'Assyrian Neo-Aramaic', 'Senaya']",,syn,sena1268,(60 cited 1997)[1],Tehran and Qazvin,,,https://en.wikipedia.org/wiki/Christian_Neo-Aramaic_dialect_of_Senaya
4974,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Pearic', 'Chong languages', 'Southern', 'Suoy']",,syo,suoy1242,860 (2007)[1],Kampong Speu,,,https://en.wikipedia.org/wiki/Suoy_language
4975,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Bongo-Bagirmi', 'Sinyar']",,sys,siny1243,"33,000 (2023)[1]",,,,https://en.wikipedia.org/wiki/Sinyar_language
4976,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Kanauri', '\xa0?', 'Bodish', 'Tibetic', 'Kyirong–Kagate', 'Kagate']",,syw,kaga1252,"1,500 (2012)[1]",Nepal,,,https://en.wikipedia.org/wiki/Kagate_language
4977,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Kele', ' (b. 20)', 'Samay']",,syx,osam1235,"1,000 (2007)[1]",,,,https://en.wikipedia.org/wiki/Samay_language
4978,Par%C3%A1_Ar%C3%A1ra_language,"['village sign', ' (', 'language isolate', ')']",,syy,alsa1242,"120–150 deaf (2008)[1]Also used by many of the 3,500 hearing people of the village.  Recognized as the local second language.",Negev,,,https://en.wikipedia.org/wiki/Al-Sayyid_Bedouin_Sign_Language
4979,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Aslian', 'Southern Aslian', 'Semelai']",,sza,seme1247,"4,100 (2009)[1]",Malay Peninsula,,,https://en.wikipedia.org/wiki/Semelai_language
4980,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Central & South New Guinea', '\xa0?', 'Ok', 'Ngalum languages', 'Ngalum']",,szb,ngal1298,"(20,000 cited 1981–1987)[2]","Highland Papua, Sandaun",,,https://en.wikipedia.org/wiki/Ngalum_language
4981,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Aslian', 'Southern Aslian', 'Semaq Beri']",,szc,sema1265,"2,500 (2007)[1]",Malay Peninsula,,,https://en.wikipedia.org/wiki/Semaq_Beri_language
4982,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Greater North Borneo', 'Central Sarawak', 'Punan–Müller-Schwaner', 'Punan', 'Seru']",,(szd deprecated in 2023),(insufficiently attested or not a distinct language)titleseru1247,,Sarawak,,,https://en.wikipedia.org/wiki/Seru_language
4983,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Omotic', 'North', 'Mao', 'West', 'Seze']",,sze,seze1235,"(3,000 cited 1995)[1]",West Oromo region,,,https://en.wikipedia.org/wiki/Seze_language
4984,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Bangi–Ntomba', ' (C.30)', 'Sengele']",,szg,seng1278,"17,000 (2002)[1]",Bandundu province,,,https://en.wikipedia.org/wiki/Sengele_language
4985,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Lechitic', '[2]', 'East Lechitic', 'Silesian']","['Cieszyn', 'Sulkovian', 'Texan', 'Prudnik', 'Niemodlin']",szl,sile1253,"457,900 (2021 census)[1]",Silesia,,,https://en.wikipedia.org/wiki/Silesian_language
4986,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', '?\n', 'Berau Gulf', ""South Bird's Head"", '?', 'Inanwatan–Duriankere', 'Suabo']",,szp,suab1238,800 (2004)[1],"Inanwatan District, South Sorong Regency in the Bird's Head Peninsula",,,https://en.wikipedia.org/wiki/Inanwatan_language
4987,Par%C3%A1_Ar%C3%A1ra_language,"['indigenous– ', 'Auslan', ' creole? creole of local regional languages?']",,szs,solo1262title  Solomon Islands Sign Language,"3,000 (2021)[1]",,,,https://en.wikipedia.org/wiki/Solomon_Islands_Sign_Language
4988,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Sawabantu', ' (A.20)', 'Suwu']",,szv,isuf1235,"(800 cited 1982)[1]""few"" speakers (2007)[1]",,,,https://en.wikipedia.org/wiki/Suwu_language
4989,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Eastern Malayo-Polynesian', 'South Halmahera–West New Guinea', 'Halmahera Sea', 'South Halmahera', 'Buli', 'Sawai']","['Weda', 'Sawai', 'Kobe', 'Faya-Mafa', 'Messa-Dote']",szw,sawa1247,"12,000 (2000)[1]",North Maluku province,,,https://en.wikipedia.org/wiki/Sawai_language
4990,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'East Formosan', 'Amis', '–Sakizaya', 'Sakizaya']",,szy,saki1247,590 (2020)[1],,,,https://en.wikipedia.org/wiki/Sakizaya_language
4991,Par%C3%A1_Ar%C3%A1ra_language,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Lower Tanana']",,taa,lowe1425,1 (2020)[1],"Alaska (middle Yukon River, Koyukuk River)", Alaska[2],,https://en.wikipedia.org/wiki/Lower_Tanana_language
4992,Par%C3%A1_Ar%C3%A1ra_language,"['Northeast Caucasian', 'Lezgic', 'Samur', 'Eastern Samur', 'Lezgi', '–', 'Aghul', '–Tabasaran', 'Tabasaran']",,tab,taba1259,"126,900 (2010 census)[1]",Southern Dagestan," Russia
 Dagestan
",,https://en.wikipedia.org/wiki/Tabasaran_language
4993,Par%C3%A1_Ar%C3%A1ra_language,"['Lakes Plain', '\nWest', 'Tause']",,tad,taus1252,500 (2018)[1],Papua,,,https://en.wikipedia.org/wiki/Tause_language
4994,Par%C3%A1_Ar%C3%A1ra_language,"['Arawakan', '\nNorthern', 'Upper Amazon', 'Eastern Nawiki', 'Tariana']",,tae,tari1256,(100 cited 1996)[1],Upper and Middle Vaupés River in Amazonas,,,https://en.wikipedia.org/wiki/Tariana_language
4995,Par%C3%A1_Ar%C3%A1ra_language,"['Tupian', 'Tupí–Guaraní', 'Group IV', 'Tapirapé']",,taf,tapi1254,950 (2020)[1],Mato Grosso,,,https://en.wikipedia.org/wiki/Tapirap%C3%A9_language
4996,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Rashad', 'Tagoi']","['Umali', 'Moreb', 'Goy', 'Orig']",tag,tago1246,"27,000 (2017)[1]",Nuba Hills,,,https://en.wikipedia.org/wiki/Tagoi_language
4997,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Eastern Polynesian', 'Tahitic', 'Tahitian']",,tah,tahi1242,"68,260, 37% of ethnic population (2007 census)[1]",,, French Polynesia,https://en.wikipedia.org/wiki/Tahitian_language
4998,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West', 'Barawa', ' (B.3)', 'Guruntum', 'Tala']",,tak,tala1295,(1000 cited 1993)[1],Bauchi State,,,https://en.wikipedia.org/wiki/Tala_language
4999,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Angas', ' (A.3)', '[2]', 'Tal']",,tal,tall1250,"(10,000 cited 1973)[1]",Plateau State,,,https://en.wikipedia.org/wiki/Tal_language
5000,Par%C3%A1_Ar%C3%A1ra_language,"['Dravidian', 'Southern', 'Tamil–Kannada', 'Tamil–Kodagu', 'Tamil–Malayalam', 'Tamil languages', 'Tamil']","['Eelam', 'Malesiyat', 'Bunagurr', 'Iyengar', 'Kongu', 'Chennai', 'Madurai', 'Tiruneveli', 'Sankethi', 'Estate', 'Central', 'Malabar', ' ', '†']",Either:titletamtitle – Modern Tamiltitleotytitle – Old Tamil,tami1289title  Modern Tamiltitleoldt1248title  Old Tamil,L1: 79 million (2011–2019)[1]L2: 8 million (2011)[1],"
Tamil Nadu and the enclaves of Puducherry and Karaikal
Sri Lanka
Northern Province
Eastern Province
","
India
Tamil Nadu[2]
Puducherry[3]
Sri Lanka[4]
Singapore[5]
","
South Africa[a][6]
Malaysia[7]
",https://en.wikipedia.org/wiki/Tamil_language
5001,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Tangale', ' (South)', 'Tangale']",,tan,nucl1696,"200,000 (2006 census)[1]",,,,https://en.wikipedia.org/wiki/Tangale_language
5002,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Batanic', 'Yami–', 'Itbayat', 'Yami']",,tao,yami1254,about 4000 (2012)[1],,,,https://en.wikipedia.org/wiki/Yami_language
5003,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Sabi', 'Taabwa']",,tap,taab1238,"(250,000 in DRC cited 1982)[1]32,000 in Zambia (2010 census)",,,,https://en.wikipedia.org/wiki/Taabwa_language
5004,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Berber', 'Tuareg', 'Southern', 'Tamasheq']","['Tadhaq', 'Tanaslamt']",taq,tama1365,"900,000 (2021–2022)[1]",Sahara, Mali[2][3],,https://en.wikipedia.org/wiki/Tamasheq_language
5005,Par%C3%A1_Ar%C3%A1ra_language,"['French pidgin', 'Tây Bồi']",,tas,tayb1240,,,,,https://en.wikipedia.org/wiki/T%C3%A2y_B%E1%BB%93i_Pidgin_French
5006,Par%C3%A1_Ar%C3%A1ra_language,"['Turkic', 'Common Turkic', 'Kipchak', 'Kipchak–Bulgar', 'Tatar']","['Mishar Tatar', 'Nagaibak']",tat,tata1255,5.2 million (2010 census)[1](may include some L2 speakers),Volga region,Tatarstan (Russia),"China[2]
Poland[3]",https://en.wikipedia.org/wiki/Tatar_language
5007,Par%C3%A1_Ar%C3%A1ra_language,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Upper Tanana']",,tau,uppe1437,(ca. 110 cited 1997–2007)[1],"Alaska (upper Tanana River, Yukon", Alaska[2],,https://en.wikipedia.org/wiki/Upper_Tanana_language
5008,Par%C3%A1_Ar%C3%A1ra_language,"['Tucanoan', '\nEastern', 'Central', 'Tatuyo–Carapano', 'Tatuyo']",,tav,tatu1247,330 (2012)[1],,,,https://en.wikipedia.org/wiki/Tatuyo_language
5009,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Madang', 'Rai Coast–Kalam', 'Kalam', 'Tai']",,taw,taii1241,(900 cited 1990)[1],Madang Province,,,https://en.wikipedia.org/wiki/Tai_language_(New_Guinea)
5010,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic B', 'Sokoro', ' (B.3)', 'Tamki']",,tax,tamk1242,(500 cited 1999)[1],central,,,https://en.wikipedia.org/wiki/Tamki_language
5011,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Atayalic', 'Atayal']",,tay,atay1247,"86,000[1] (2008)[2]",Northern Taiwan,,,https://en.wikipedia.org/wiki/Atayal_language
5012,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Talodi–Heiban', 'Talodi', 'Tocho languages', 'Tocho']",,taz,toch1257,"2,700 (2013)[1]",South Kordofan,,,https://en.wikipedia.org/wiki/Tocho_language
5013,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],['Masaká'],tba,aika1237,150 (2012)[1],Rondônia,,,https://en.wikipedia.org/wiki/Aikan%C3%A3_language
5014,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', '\xa0?', 'Ngero–Vitiaz', 'Bel', 'Nuclear Bel', 'Northern', 'Takia']",,tbc,taki1248,"(undated figure of 40,000)[1]",Madang Province,,,https://en.wikipedia.org/wiki/Takia_language
5015,Par%C3%A1_Ar%C3%A1ra_language,"['language isolate', ' or ', 'Eleman', 'Kaki Ae']",,tbd,kaki1249,630 (2015)[1],New Guinea,,,https://en.wikipedia.org/wiki/Kaki_Ae_language
5016,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Temotu', 'Utupua', 'Tanimbili']",,tbe,tani1255,(15 cited 1999)[1],Utupua,,,https://en.wikipedia.org/wiki/Tanimbili_language
5017,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(New Ireland)', 'Tabar', 'Mandara']","['Simberi', 'Tatau', 'Tabar']",tbf,mand1440,"4,000 (2000 census)[1]","Tabar Group, New Ireland Province",,,https://en.wikipedia.org/wiki/Mandara_language
5018,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Yuin–Kuric', 'Yuin', 'Tharawal languages', 'Dharawal']",,tbh,thur1254,,"New South Wales, Australia",,,https://en.wikipedia.org/wiki/Tharawal_language
5019,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Kir–Abbaian', 'Eastern Jebel', 'Gaam']",,tbi,gaam1241,"110,000 (2022)[1]",Blue Nile State,,,https://en.wikipedia.org/wiki/Gaam_language
5020,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(New Ireland)', 'Tungag–Nalik', 'Tiang']",,tbj,tian1237,(790 cited 1972)[1],,,,https://en.wikipedia.org/wiki/Tiang_language
5021,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Kalamian', 'Calamian Tagbanwa']",,tbk,cala1258,"10,000 (2007)[2]",Calamian Islands,,,https://en.wikipedia.org/wiki/Calamian_Tagbanwa_language
5022,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'South Mindanao', 'Tboli']",,tbl,tbol1240,"95,000 (2000)[1]",Mindanao,,,https://en.wikipedia.org/wiki/Tboli_language
5023,Par%C3%A1_Ar%C3%A1ra_language,"['Ubangian', '\nSeri–Mba', 'Sere', 'Sere–Bviri', 'Tagbo']",,tbm,tagb1255,"17,000 (2002)[1]",Democratic Republic of the Congo,,,https://en.wikipedia.org/wiki/Tagbo_language
5024,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Nuclear Papuan Tip', ""North Mainland – D'Entrecasteaux"", 'Taupota', 'Tawala']",,tbo,tawa1275,"20,000 (2000 census)[1]",Milne Bay Province,,,https://en.wikipedia.org/wiki/Tawala_language
