Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
Natchez,0,Extinct,https://en.wikipedia.org/wiki/Natchez
New River Shasta,0,Extinct,https://en.wikipedia.org/wiki/New_River_Shasta_language
Ngarla,0,Extinct,https://en.wikipedia.org/wiki/Ngarla
Ngong,0,Extinct,https://en.wikipedia.org/wiki/Ngong
Nila (Nila Island),0,Extinct,
Nisenan,0,Extinct,https://en.wikipedia.org/wiki/Nisenan
Nooksack,0,Extinct,https://en.wikipedia.org/wiki/Nooksack
Norn,0,Extinct,https://en.wikipedia.org/wiki/Norn
Northeastern Pomo,0,Extinct,https://en.wikipedia.org/wiki/Northeastern_Pomo_language
Nukiní,0,Extinct,
Nupbikha,0,Vulnerable,https://en.wikipedia.org/wiki/Nupbi_language
Nyang'i,0,Extinct,https://en.wikipedia.org/wiki/Nyang%27i_language
Obispeño,0,Extinct,https://en.wikipedia.org/wiki/Obispe%C3%B1o_language
Odut,0,Extinct,https://en.wikipedia.org/wiki/Mbembe_language
Old Prussian,0,Extinct,https://en.wikipedia.org/wiki/Old_Prussian_language
Old Sirenik,0,Extinct,https://en.wikipedia.org/wiki/Sirenik_language
Omagua (Brazil),0,Critically endangered,
Ona,0,Extinct,https://en.wikipedia.org/wiki/Ona
Ongkor Solon,0,Extinct,
Opon-Carare,0,Extinct,
Orang Kanaq,0,Extinct,https://en.wikipedia.org/wiki/Orang_Kanaq
Palumata,0,Extinct,https://en.wikipedia.org/wiki/Hukumina_language
Panobo,0,Extinct,https://en.wikipedia.org/wiki/Wariapano_language
Papora,0,Extinct,https://en.wikipedia.org/wiki/Papora
Pentlatch,0,Extinct,https://en.wikipedia.org/wiki/Pentlatch_language
Phalok,0,Extinct,
Pijao,0,Extinct,https://en.wikipedia.org/wiki/Pijao_people
Piru,0,Extinct,https://en.wikipedia.org/wiki/Piru
Polabian,0,Extinct,https://en.wikipedia.org/wiki/Polabian
Pumpokol,0,Extinct,https://en.wikipedia.org/wiki/Pumpokol_language
Purisimeño,0,Extinct,https://en.wikipedia.org/wiki/Purisime%C3%B1o_language
Pyu,0,Extinct,https://en.wikipedia.org/wiki/Pyu
Quapaw,0,Extinct,https://en.wikipedia.org/wiki/Quapaw
Quileute,0,Extinct,https://en.wikipedia.org/wiki/Quileute
Qwarenya,0,Extinct,
Rangkas,0,Extinct,https://en.wikipedia.org/wiki/Rangas_language
Sanhaja of Srair,0,Critically endangered,
Sei,0,Extinct,https://en.wikipedia.org/wiki/SEI
Sened,0,Extinct,https://en.wikipedia.org/wiki/Sened
Sengmai,0,Extinct,https://en.wikipedia.org/wiki/Chakpa_language
Serrano,0,Extinct,https://en.wikipedia.org/wiki/Serrano
Seru,0,Extinct,https://en.wikipedia.org/wiki/Seru
Seward Peninsula Inupiaq (Big Diomede Island),0,Extinct,
Singa,0,Extinct,https://en.wikipedia.org/wiki/Singa
Siraiya,0,Extinct,
Sishee,0,Extinct,https://en.wikipedia.org/wiki/Zire_language
Siuslaw,0,Extinct,https://en.wikipedia.org/wiki/Siuslaw
Slovincian,0,Extinct,https://en.wikipedia.org/wiki/Slovincian
Southeastern Pomo,0,Extinct,https://en.wikipedia.org/wiki/Southeastern_Pomo_language
Southern Kamchadal,0,Extinct,https://en.wikipedia.org/wiki/Southern_Kamchadal_language
Southern Khanty,0,Extinct,https://en.wikipedia.org/wiki/Khanty_language#Varieties
Southern Mansi,0,Extinct,https://en.wikipedia.org/wiki/Southern_Mansi_language
Soyot,0,Extinct,https://en.wikipedia.org/wiki/Soyot
Subtiaba,0,Extinct,https://en.wikipedia.org/wiki/Subtiaba_language
Taman,0,Extinct,https://en.wikipedia.org/wiki/Taman
Tandia,0,Extinct,https://en.wikipedia.org/wiki/Tandia
Taokas,0,Extinct,
Te'un (Te'un Island),0,Extinct,
Tetete,0,Extinct,https://en.wikipedia.org/wiki/Tetete
Tillamook,0,Extinct,https://en.wikipedia.org/wiki/Tillamook
Togoyo,0,Extinct,https://en.wikipedia.org/wiki/Togoyo_language
Tonjon,0,Extinct,https://en.wikipedia.org/wiki/Tonjon_language
Torá,0,Extinct,https://en.wikipedia.org/wiki/Tor%C3%A1
Tsetsaut,0,Extinct,https://en.wikipedia.org/wiki/Tsetsaut
Tunica,0,Extinct,https://en.wikipedia.org/wiki/Tunica
Tututni,0,Extinct,https://en.wikipedia.org/wiki/Tututni
Twana,0,Extinct,https://en.wikipedia.org/wiki/Twana
Ubykh (Caucasus),0,Extinct,
Ubykh (Turkey),0,Extinct,
Umutina,0,Extinct,https://en.wikipedia.org/wiki/Umutina
Upper Chehalis,0,Extinct,https://en.wikipedia.org/wiki/Upper_Chehalis_language
Upper Umpqua,0,Extinct,https://en.wikipedia.org/wiki/Upper_Umpqua_language
Uruava,0,Extinct,https://en.wikipedia.org/wiki/Uruava_language
Urupá,0,Extinct,https://en.wikipedia.org/wiki/Urup%C3%A1
Ventureño,0,Extinct,https://en.wikipedia.org/wiki/Venture%C3%B1o_language
Vilela,0,Extinct,https://en.wikipedia.org/wiki/Vilela
Wanai,0,Critically endangered,"https://en.wikipedia.org/wiki/Vanai,_Kermanshah"
Wangkumara,0,Critically endangered,https://en.wikipedia.org/wiki/Wanggumara
Wappo,0,Extinct,https://en.wikipedia.org/wiki/Wappo
Western Mansi,0,Extinct,https://en.wikipedia.org/wiki/Western_Mansi_language
Wiyot,0,Extinct,https://en.wikipedia.org/wiki/Wiyot
Xakriabá,0,Extinct,https://en.wikipedia.org/wiki/Xakriab%C3%A1
Yaaku,0,Extinct,https://en.wikipedia.org/wiki/Yaaku
Yameo,0,Extinct,https://en.wikipedia.org/wiki/Yameo_language
Yir Yoront,0,Extinct,https://en.wikipedia.org/wiki/Yir-Yoront
Yoba,0,Extinct,https://en.wikipedia.org/wiki/Yoba
Yola,0,Extinct,https://en.wikipedia.org/wiki/Yola
Yug,0,Extinct,https://en.wikipedia.org/wiki/Yug
Yuki,0,Extinct,https://en.wikipedia.org/wiki/Yuki
Yurats,0,Extinct,https://en.wikipedia.org/wiki/Yurats_language
Yurutí (Brazil),0,Extinct,
Zeem,0,Extinct,https://en.wikipedia.org/wiki/Zeem_language
|'Auni,0,Extinct,
|Xam,0,Extinct,
ǁKu ǁ'e,0,Extinct,
ǁKx'au,0,Extinct,
ǁXegwi,0,Extinct,https://en.wikipedia.org/wiki/%C7%81Xegwi_language
