lang,goglottocodettolog,url_x,Unnamed: 0,glottocode,url_y,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
Par%C3%A1_Ar%C3%A1ra_language,park1239,https://en.wikipedia.org/wiki/Parkwa_language,,,,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Wandala–Mafa', 'Wandala', ' (A.4)', 'Parkwa']",,pbi,"(30,000 cited 1993)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,makn1235,https://en.wikipedia.org/wiki/Mak_language_(Adamawa),,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Bambukic', 'Bikwin–Jen', 'Bikwin', 'Mak']","['Panya', 'Zoo']",pbl,"5,700 (2000)[1]",Taraba State,,
Par%C3%A1_Ar%C3%A1ra_language,kpas1242,https://en.wikipedia.org/wiki/Kpasam_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Leko–Nimbari', 'Mumuye–Yendang', 'Yendang', 'Kpasam']",,pbn,"(undated figure of 3,000)[1]",Adamawa state,,
Par%C3%A1_Ar%C3%A1ra_language,pape1239,https://en.wikipedia.org/wiki/Papel_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Senegambian', 'Bak', 'Manjaku–Papel', 'Papel']","['Bolau', 'Botor', 'Bojimza', 'Bosafim', 'Bonzula', 'Bontin', 'Bomzum', 'Bowoar', 'Borawis', 'Bosez', 'Bopuul', 'Bosalnka', 'Bojaal']",pbo,"160,000 (2022)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,bady1239,https://en.wikipedia.org/wiki/Badyara_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Atlantic', 'Northern', 'Eastern Senegal-Guinea', 'Tenda', 'Badyara']",,pbp,"20,510 (2017–2018)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pang1287,https://en.wikipedia.org/wiki/Pangwa_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Northeast Bantu', 'Kisi-Pangwa', 'Pangwa']",,pbr,"95,000 (2002)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,sout2649,https://en.wikipedia.org/wiki/Southern_Pashto,,,,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Eastern', 'Pashto', 'Southern Pashto']",,pbt,L1: 15 million (2017)[1]L2: 3.5 million (2021)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,nort2646,https://en.wikipedia.org/wiki/Northern_Pashto,,,,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Eastern', 'Pashto', 'Northern Pashto']",,pbu,L1: 23 million (2017)[1]L2: 1.4 million (2022)[1],Khyber Pakhtunkhwa,,
Par%C3%A1_Ar%C3%A1ra_language,pnar1238,https://en.wikipedia.org/wiki/Pnar_language,,,,"['Austroasiatic', 'Khasi-Palaungic', 'Khasic', 'Khasi-Pnar-Lyngngam', 'Pnar']",,pbv,"395,124 (2011 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pyuu1245,https://en.wikipedia.org/wiki/Pyu_language_(Papuan),,,,"['Arai–Samaia', ' or ', 'Language isolate', 'Pyu']",,pby,250 (2012 census)[1],"Green River Rural LLG in Sandaun Province, near Indonesian border",,
Par%C3%A1_Ar%C3%A1ra_language,pear1247,https://en.wikipedia.org/wiki/Pear_language,,,,"['Austroasiatic', 'Pearic', 'Pear']",,pcb,"1,670 (2011)[1]",Preah Vihea (formerly part of Kampong Thom),,
Par%C3%A1_Ar%C3%A1ra_language,bouy1240,https://en.wikipedia.org/wiki/Bouyei_language,,,,"['Kra–Dai', 'Tai', 'Northern', 'Bouyei']",,pcc,2.7 million (2000 census)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,pica1241,https://en.wikipedia.org/wiki/Picard_language,,,,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian', 'Gallo-Romance', 'Gallo-Rhaetian?', '[2]', 'Arpitan', '–', 'Oïl', 'Oïl', 'Picard']",,pcd,"700,000 (2011)[1]",,, Belgium (recognised by the French Community of Belgium)
Par%C3%A1_Ar%C3%A1ra_language,pali1274,https://en.wikipedia.org/wiki/Paliyan_language,,,,"['Dravidian', 'Southern', 'Southern I', 'Tamil–Kannada', 'Tamil–', 'Kota', 'Tamil–', 'Toda', 'Tamil–Irula', 'Tamil–', 'Kodagu', '–', 'Urali', 'Tamil', '–', 'Malayalam', 'Tamiloid', 'Tamil', '–Paliyan', 'Paliyan']",,pcf,"9,500 (2001 census)[1]",Kerala,,
Par%C3%A1_Ar%C3%A1ra_language,pani1256,https://en.wikipedia.org/wiki/Paniya_language,,,,"['Dravidian', '\nSouthern', 'Tamil–Kannada', 'Tamil–Kodagu', 'Tamil–Malayalam', 'Malayalam languages', 'Ravulic', 'Paniya']",,pcg,"23,000 (2011 census)[1]23% of ethnic population[citation needed]",Kerala State,,
Par%C3%A1_Ar%C3%A1ra_language,pard1245,https://en.wikipedia.org/wiki/Pardhan_language,,,,"['Dravidian', '\nSouth-Central', 'Gondi–Kui', 'Gondi languages', 'Pardhan']",,pch,"140,000 (2007)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,duru1236,https://en.wikipedia.org/wiki/Duruwa_language,,,,"['Dravidian', 'Central Dravidian', 'Parji–Gadaba', 'Dhurwa']",,pci,"52,349 (2011 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pare1266,https://en.wikipedia.org/wiki/Gorum_language,,,,"['Austroasiatic', 'Munda', 'South', 'Sora-Gorum', 'Gorum']",,pcj,20 (2011)[2],"Odisha, Andhra Pradesh",,
Par%C3%A1_Ar%C3%A1ra_language,pait1244,https://en.wikipedia.org/wiki/Paite_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Kuki-Chin–Naga', 'Kuki-Chin', 'Northern', 'Paite']",,pck,"1,00,000+[1][2]","Manipur, Mizoram, Assam, Chin State",,
Par%C3%A1_Ar%C3%A1ra_language,pard1243,https://en.wikipedia.org/wiki/Pardhi_language,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western Indo-Aryan', 'Bhil', 'Bareli', 'Pardhi']",,pcl,"69,100 (2011 census)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,nige1257,https://en.wikipedia.org/wiki/Nigerian_Pidgin,,,,"['English Creole', '\nAtlantic', 'Krio', 'Nigerian Pidgin']",,pcm,L1: 4.7 million  L2:  116 million (2020)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,piti1243,https://en.wikipedia.org/wiki/Piti_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Piti–Atsam', 'Piti']",,pcn,"8,100 (2013)[1]","Lere and Kauru, Kaduna State",,
Par%C3%A1_Ar%C3%A1ra_language,chac1251title  Chácobotitlepaca1246title  Pacahuaratitlekari1312title  Karipunatitleshin1267title  Shinabo,https://en.wikipedia.org/wiki/Pakawara_language,,,,"['Panoan', '\nMainline Panoan', 'Nawa', 'Bolivian', 'Chácobo']","['Chakobo', 'Pakawara', 'Karipuna?']",Variously:titlecaotitle – Chácobotitlepcptitle – Pakawaratitlekuqtitle – Karipuna (titleconfuses Jau-Navo with Kawahibtitle),600 (2000–2007)[1],Beni Department, Bolivia,
Par%C3%A1_Ar%C3%A1ra_language,pyap1239,https://en.wikipedia.org/wiki/Pyapun_language,,,,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Angas', ' (A.3)', '[2]', 'Pyapun']",,pcw,"17,000 (2000)[1]",Plateau State,,
Par%C3%A1_Ar%C3%A1ra_language,anam1247,https://en.wikipedia.org/wiki/Anam_language,,,,"['Trans–New Guinea', 'Madang', 'Southern Adelbert', 'Pomoikan', 'Anam']",,pda,"1,100 (2003)[1]",Madang Province,,
Par%C3%A1_Ar%C3%A1ra_language,penn1240,https://en.wikipedia.org/wiki/Pennsylvania_Dutch_language,,,,"['Indo-European', 'Germanic', 'West Germanic', 'High German', 'Central German', 'West Central German', 'Rhine Franconian', 'Pfälzisch', '–', 'Lothringisch', 'Palatine German', 'Pennsylvania Dutch']",,pdc,"237,000 (2016-2020 American Community Survey)[1]to 350,000 (2012)[2] (L2 speakers: about 3,000)","United States: 
Indiana
Illinois
Iowa
Missouri
New York
Ohio
West Virginia
Pennsylvania
Wisconsin
Canada:

Ontario
Elsewhere in North America and some locations in Central America",,
Par%C3%A1_Ar%C3%A1ra_language,padi1241,https://en.wikipedia.org/wiki/Pa_Di_language,,,,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', '?', 'Pa Di']",,pdi,"(undated figure of 1,300)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pode1237,https://en.wikipedia.org/wiki/Podena_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', 'Sarmi – Jayapura Bay', 'Sarmi', 'Podena']",,pdn,280 (2005)[1],Papua,,
Par%C3%A1_Ar%C3%A1ra_language,pado1242,https://en.wikipedia.org/wiki/Padoe_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Bungku–Tolaki', 'Western', 'Interior', 'Padoe']",,pdo,"(5,000 cited 1991)[1]",Sulawesi,,
Par%C3%A1_Ar%C3%A1ra_language,plau1238,https://en.wikipedia.org/wiki/Plautdietsch_language,,,,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Low German', 'Low Prussian', '?', 'Plautdietsch']",,pdt,"450,000 (2007)[1]","Argentina, Belize, Bolivia, Brazil, Canada, Germany, Kazakhstan, Mexico, Paraguay, Peru, United States, Uruguay",," Mexico (100,000+)[2]"
Par%C3%A1_Ar%C3%A1ra_language,kaya1315,https://en.wikipedia.org/wiki/Padaung_language,,,,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Karen languages', 'Sgaw–Bghai', 'Bghai', 'Padaung']",,pdu,"130,000 (2005)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,east2545,https://en.wikipedia.org/wiki/Eastern_Pomo_language,,,,"['Pomoan', 'Eastern Pomo']",,peb,,Northern California,,
Par%C3%A1_Ar%C3%A1ra_language,mala1494,https://en.wikipedia.org/wiki/Mala_language,,,,"['Trans–New Guinea', '?\n', 'Madang', 'Croisilles', 'Northwest Adelbert Range', 'Kaukombar', 'Mala']",,ped,"1,400 (2003)[1]",Madang Province,,
Par%C3%A1_Ar%C3%A1ra_language,taje1237,https://en.wikipedia.org/wiki/Taje_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Tomini–Tolitoli', '\xa0?', 'Tomini', 'Taje']",,pee,350 (2001)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,nort2967,https://en.wikipedia.org/wiki/Northeastern_Pomo_language,,,,"['Pomoan', 'Northeastern Pomo']",,pef,,Northern California,,
Par%C3%A1_Ar%C3%A1ra_language,peng1244,https://en.wikipedia.org/wiki/Pengo_language,,,,"['Dravidian', '\nSouth-Central', 'Gondi–Kui', 'Manda–Pengo', 'Pengo']",,peg,"1,300 (2003)[1]",India,,
Par%C3%A1_Ar%C3%A1ra_language,bona1250,https://en.wikipedia.org/wiki/Bonan_language,,,,"['Mongolic', '\nSouthern Mongolic', 'Shirongolic', '\xa0[', 'fr', ']', 'Baoanic', '[2]', 'Bonan']",,peh,"(6,000 cited 1999)[1]","Gansu, Qinghai",,
Par%C3%A1_Ar%C3%A1ra_language,chic1272,https://en.wikipedia.org/wiki/Chichimeca_Jonaz_language,,,,"['Oto-Manguean', 'Oto-Pame', 'Chichimeca']",,pei,"2,400 (2020 census)[1]",Guanajuato,,
Par%C3%A1_Ar%C3%A1ra_language,nort2966,https://en.wikipedia.org/wiki/Northern_Pomo_language,,,,"['Pomoan', '\nWestern', 'Northern Pomo']",,pej,,Northern California,,
Par%C3%A1_Ar%C3%A1ra_language,penc1239,https://en.wikipedia.org/wiki/Penchal_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Southeastern islands', 'Penchal']",,pek,(550 cited 1982)[1],"Rambutyo Island, Manus Province",,
Par%C3%A1_Ar%C3%A1ra_language,peka1242,https://en.wikipedia.org/wiki/Pekal_language,,,,"['Austronesian', 'Malayo-Polynesian', '(disputed)', 'Malayic', 'Pekal']",,pel,"30,000 (2000 census)[1]","Mukomuko Regency, Bengkulu, Sumatra (Indonesia)",,
Par%C3%A1_Ar%C3%A1ra_language,phen1239,https://en.wikipedia.org/wiki/Pende_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone L', ')', 'Holu–Pende', ' (L.10)', 'Pende']",,pem,"(420,000 cited 1991)[1]",Bandundu Province,,
Par%C3%A1_Ar%C3%A1ra_language,oldp1254,https://en.wikipedia.org/wiki/Old_Persian,,,,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Southwestern', 'Old Persian']",,peo,,Ancient Iran,,
Par%C3%A1_Ar%C3%A1ra_language,kunj1246,https://en.wikipedia.org/wiki/Kunja_language_(Papuan),,,,"['Trans-Fly – Bulaka River', '?\n', 'Yam', 'Tonda', 'Kunja']","['Kémä', 'Kánchá']",pep,350 (2018)[1],"Western Province, Papua New Guinea",,
Par%C3%A1_Ar%C3%A1ra_language,sout2984,https://en.wikipedia.org/wiki/Southern_Pomo_language,,,,"['Pomoan', '\nWestern', 'Southern', 'Southern Pomo']",,peq,,Northern California,,
Par%C3%A1_Ar%C3%A1ra_language,west2369,https://en.wikipedia.org/wiki/Iranian_Persian,,,,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western Iranian', 'Southwestern Iranian', 'Persian', 'Iranian Persian']","['Abadani', 'Araki', 'Bandari', 'Basseri', 'Esfahani', 'Karbalai', 'Kashani', 'Kermani', 'Kermanshahi', 'Kuwaiti', 'Mashhadi', 'Qazvini', 'Shirazi', 'Tehrani', 'Yazdi']",pes,L1: 62 million (2021)[1]L2: 17 million (2021)[1],West Asia, Iran,
Par%C3%A1_Ar%C3%A1ra_language,peta1245,https://en.wikipedia.org/wiki/Petats_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', 'Northwest Solomonic', 'Nehan–Bougainville', 'Buka', 'Petats']",,pex,"(2,000 cited 1975)[1]8,000 L2 speakers (1977)",Buka Island,,
Par%C3%A1_Ar%C3%A1ra_language,petj1238,https://en.wikipedia.org/wiki/Petjo,,,,"['Dutch Creole', 'Petjo']",,pey,"""some"" (2007)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,paaf1237,https://en.wikipedia.org/wiki/P%C3%A1%C3%A1fang_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Nuclear Micronesian', 'Chuukic', 'Pááfang']",,pfa,"(1,300 cited 1989 census)[1]",Caroline Islands,,
Par%C3%A1_Ar%C3%A1ra_language,peer1241,https://en.wikipedia.org/wiki/Kutin_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Leko–Nimbari', 'Duru', 'Voko–Dowayo', 'Vere–Dowayo', 'Kutin']","['Peere', 'Potopo', 'Patapori']",pfe,"(15,000 in Cameroon cited 1993)[1]and a few in Nigeria",Cameroon,,
Par%C3%A1_Ar%C3%A1ra_language,pala1330,https://en.wikipedia.org/wiki/Palatine_German_language,,,,"['Indo-European', 'Germanic', 'West Germanic', 'High German', 'West Central German', 'Rhine Franconian', 'Pfälzisch–', 'Lothringisch', 'Palatine German']",['Pennsylvania Dutch'],pfl,"(undated figure of 400,000)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,suda1237,https://en.wikipedia.org/wiki/Juba_Arabic,,,,"['Arabic-based creole', 'Juba Arabic']",,pga,"L1: 250,000 (2020)[1]L2: 1.2 million (2019)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pang1282,https://en.wikipedia.org/wiki/Pangwali,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Northern', 'Western Pahari', 'Pangwali']","['Killar', 'Purthi', 'Sach', 'Dharwasi']",pgg,"19,000 (2011)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pagi1244,https://en.wikipedia.org/wiki/Pagi_language,,,,"['Border', '\nBewani Range', 'Poal River', 'Pagi']","['Bewani (Western)', 'Imbinis (Eastern)', 'Bembi', 'Eastern Pagi & Western Pagi', 'Pagei', '[2]']",pgi,"2,100 (2003)[1]",Sandaun Province,,
Par%C3%A1_Ar%C3%A1ra_language,rere1240,https://en.wikipedia.org/wiki/Rerep_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Malakula', 'Malakula Coastal', 'Unua-Pangkumu', 'Rerep']",['Tisman'],pgk,(380 cited 1983)[1],East Malekula,,
Par%C3%A1_Ar%C3%A1ra_language,pang1286,https://en.wikipedia.org/wiki/Pangseng_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Leko–Nimbari', 'Mumuye–Yendang', 'Mumuye', 'Pangseng']",,pgs,,Taraba State,,
Par%C3%A1_Ar%C3%A1ra_language,pagu1249,https://en.wikipedia.org/wiki/Pagu_language,,,,"['West Papuan', '?\n', 'North Halmahera', 'Northern North Halmahera', 'Mainland North Halmahera', 'Kao River', 'Paguic', 'Pagu']","['Isam', 'Nuclear Pagu', 'Toliwiku']",pgu,"3,700 (2000)[1]",Halmahera,,
Par%C3%A1_Ar%C3%A1ra_language,papu1255,https://en.wikipedia.org/wiki/Papua_New_Guinean_Sign_Language,,,,"['indigenous–', 'Auslan', ' creole', '[', 'citation needed', ']', 'Papua New Guinean Sign Language']",,pgz,"30,000 (2015)[1]",,Papua New Guinea,
Par%C3%A1_Ar%C3%A1ra_language,pahn1237,https://en.wikipedia.org/wiki/Pa-Hng_language,,,,"['Hmong–Mien', 'Hmongic', 'Bahengic', 'Pa-Hng']",,pha,"(34,000 cited 1995–2009)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,phud1238,https://en.wikipedia.org/wiki/Phudagi_language,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Southern Zone', 'Marathi–Konkani', 'Phudagi']",,phd,"2,500 (2000)[1]","Maharashtra: Dahanu, Naigaon, Thane",,
Par%C3%A1_Ar%C3%A1ra_language,phuo1238title  Phuongtitleeast1236title  Eastern Katu,https://en.wikipedia.org/wiki/Phuong_language,,,,"['Austroasiatic', 'Katuic', 'Katu languages', 'Phuong']",,Either:titlephgtitle – Phuongtitlektvtitle – Eastern Katu,"(15,000 cited 1999–2000)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,phuk1235,https://en.wikipedia.org/wiki/Phukha_language,,,,"['Sino-Tibetan', 'Lolo-Burmese', 'Loloish', 'Southeastern', 'Highland Phula', 'Phowa', 'Hlepho–Phukha', 'Phukha']",,phh,"100,000 (2008–2011)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,phak1238,https://en.wikipedia.org/wiki/Phake_language,,,,"['Kra–Dai', 'Tai', 'Southwestern', 'Northwestern', 'Phake']",,phk,"2,000 (2007)[1]",Assam,,
Par%C3%A1_Ar%C3%A1ra_language,phal1254,https://en.wikipedia.org/wiki/Palula_language,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern Dardic', 'Shinaic', 'Sawi', '–', 'Kalkoti', '–Palula?', '[2]', 'Kalkoti', '–Palula?', '[2]', 'Palula']",,phl,"10,000 (2018)[1]The population of Ashret and Biol Valleys is almost completely monolingual (2008)[1]",Chitral,,
Par%C3%A1_Ar%C3%A1ra_language,phoe1239title  Phoeniciantitlephoe1238title  Phoenician–Punic,https://en.wikipedia.org/wiki/Phoenician_language,,,,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Northwest Semitic', 'Canaanite', 'Phoenician']",,phn,,,,
Par%C3%A1_Ar%C3%A1ra_language,phun1245,https://en.wikipedia.org/wiki/Phunoi_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Loloish', 'Southern', 'Bisoid', 'Phunoi–Bisu', 'Phunoi']",,pho,"(45,000 cited 1995–2000)[1]",Phongsaly Province,,
Par%C3%A1_Ar%C3%A1ra_language,phan1254,https://en.wikipedia.org/wiki/Phana%CA%BC_language,,,,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Loloish', 'Southern', 'Siloid', 'Phanaʼ']",,phq,(350 cited 1995 census)[1],,,
Par%C3%A1_Ar%C3%A1ra_language,paha1251title  Pahari Potwari,https://en.wikipedia.org/wiki/Pahari-Pothwari,,,,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Northwestern', 'Punjabi', 'Lahnda (Western Punjabi)', 'Pahari-Pothwari']",,phr,several million[a],"Pothohar region of Punjab, Azad Kashmir and western parts of Jammu and Kashmir, other parts of India including Punjab and Haryana (by partition refugees and descendants)",,
Par%C3%A1_Ar%C3%A1ra_language,phut1244,https://en.wikipedia.org/wiki/Phu_Thai_language,,,,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Lao – Phuthai', 'Phu Thai']",,pht,"900,000 (2002–2015)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,phua1239,https://en.wikipedia.org/wiki/Phuan_language,,,,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Chiang Saen', 'Phuan']",,phu,"300,000 (2003–2009)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pahl1240,https://en.wikipedia.org/wiki/Pahlavani_language,,,,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Southwestern', 'Persian', 'Pahlavani']",,phv,,Chakhansur District,,
Par%C3%A1_Ar%C3%A1ra_language,pima1248,https://en.wikipedia.org/wiki/Pima_Bajo_language,,,,"['Uto-Aztecan', 'Southern Uto-Aztecan', 'Tepiman', 'Pima Bajo']",,pia,740 (2015)[1],"Chihuahua, Sonora",,
Par%C3%A1_Ar%C3%A1ra_language,yine1238title  Yinetitlemach1268title  Machinere,https://en.wikipedia.org/wiki/Yine_language,,,,"['Arawakan', '\nSouthern', 'Piro', 'Piro']",,Either:titlepibtitle – Yinetitlempdtitle – Machinere (Manitenére),"5,000 (2000–2004)[1]",, Bolivia,
Par%C3%A1_Ar%C3%A1ra_language,pinj1243,https://en.wikipedia.org/wiki/Pinji_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Tsogo languages', ' (B.30)', 'Pinzi']",,pic,"1,000 (2007)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,piar1243,https://en.wikipedia.org/wiki/Piaroa_language,,,,"['Piaroa–Saliban', '\nPiaroan', 'Piaroa']",,pid,"13,000–14,000 (2001)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,piro1248,https://en.wikipedia.org/wiki/Piro_Pueblo_language,,,,"['Tanoan', 'Tiwa', 'Piro']",,pie,,New Mexico,,
Par%C3%A1_Ar%C3%A1ra_language,ping1243,https://en.wikipedia.org/wiki/Pingelapese_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Micronesian', 'Nuclear Micronesian', 'Chuukic–Pohnpeic', 'Pohnpeic', 'Pingelapese']",,pif,"(2,500 cited 1991)[1]All users: 4,500",Pingelap,,
Par%C3%A1_Ar%C3%A1ra_language,mats1244,https://en.wikipedia.org/wiki/Pisabo_language,,,,"['Panoan', '\nMayoruna', 'Mayo', 'Matses group', 'Matsés']",,mcf,"2,200 (2006)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pitc1234title  Pitcairn-Norfolk,https://en.wikipedia.org/wiki/Pitkern_language,,,,"['English–Tahitian ', 'creole', '\nPitkern-Norfuk', 'Pitkern']",['Norfuk'],pihtitle  Pitcairn-Norfolk,ca. 400 Pitcairn-Norfolk (2008)[1]36 on Pitcairn (2002),, Pitcairn Islands,
Par%C3%A1_Ar%C3%A1ra_language,pija1235,https://en.wikipedia.org/wiki/Pijao_language,,,,"['unclassified', '(', 'Maipurean', '?)']",,pij,,Tolima,,
Par%C3%A1_Ar%C3%A1ra_language,yomm1242,https://en.wikipedia.org/wiki/Yom_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Northern', 'Oti–Volta', 'Yom–Nawdm', 'Yom']","['Tangerem', 'Yom']",pil,,"Atakora, Borgou[1]",, Benin
Par%C3%A1_Ar%C3%A1ra_language,powh1243,https://en.wikipedia.org/wiki/Powhatan_language,,,,"['Algic', 'Algonquian', 'Eastern', 'Powhatan']",,pim,,Eastern VirginiaSouthern MarylandPossibly Northeastern North Carolina,,
Par%C3%A1_Ar%C3%A1ra_language,piam1243,https://en.wikipedia.org/wiki/Piame_language,,,,"['Sepik', 'Sepik Hill', 'Southwest', 'Piame']",,pin,(100 cited 1981)[1],East Sepik Province,,
Par%C3%A1_Ar%C3%A1ra_language,piap1246title  Piapocotitlepona1251title  Ponares – undemonstrated,https://en.wikipedia.org/wiki/Piapoco_language,,,,"['Arawakan', '\nNorthern', 'Upper Amazon', 'Western Nawiki', 'Piapoko languages', 'Piapoco']",,pio,"6,400 (2001–2007)[1]",,,
Par%C3%A1_Ar%C3%A1ra_language,pero1241,https://en.wikipedia.org/wiki/Pero_language,,,,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Tangale', ' (South)', 'Pero']",,pip,"(25,000 cited 1995)[1]",Gombe State,,
Par%C3%A1_Ar%C3%A1ra_language,piji1239,https://en.wikipedia.org/wiki/Pijin_language,,,,"['English Creole', '\nPacific', 'Melanesian Pidgin', 'Pijin']",,pis,"(24,000 cited 1999)[1]300,000 L2 speakers (1999)",, Solomon Islands,
Par%C3%A1_Ar%C3%A1ra_language,pitt1247title  Pitta Pitta,https://en.wikipedia.org/wiki/Pitta_Pitta_language,,,,"['Pama–Nyungan', 'Karnic', 'Palku', 'Pitta Pitta']","['Pitta-Pitta', 'Ringu-Ringu', 'Rakaya', 'Ngulupulu/Karanja', 'Kunkalanja', 'Mayawarli (Maiawali)', '[2]']",pittitle – inclusive codetitleIndividual code:titleyxatitle – Mayawali (Maiawali),,Queensland,,
Par%C3%A1_Ar%C3%A1ra_language,pint1250,https://en.wikipedia.org/wiki/Pintupi_dialect,,,,"['Pama–Nyungan', 'Wati', 'Western Desert', 'Pintupi']",['Pintupi-Luritja'],piu,271 (2021 census)[1],"Western Australia, Northern Territory; Papunya settlement, Yuendumu and Kintore, Balgo hills",,
Par%C3%A1_Ar%C3%A1ra_language,pile1238,https://en.wikipedia.org/wiki/Vaeakau-Taumako_language,,,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Polynesian', 'Futunic', '\xa0?', 'Vaeakau-Taumako']",,piv,"(1,700 cited 1999)[1]","Reef Islands and Taumako, Solomon Islands",,
Par%C3%A1_Ar%C3%A1ra_language,pimb1238,https://en.wikipedia.org/wiki/Pimbwe_language,,,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Rukwa', 'Mbozi', 'Mwika', 'North', 'Pimbwe']",,piw,"(29,000 cited 1987)[1]",,,
